,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
530,Bad,74,158,2,58,36,1,1,97.0,-8,4,6,40,5,45,0,0,0,0,92,1,3,-8,57
531,Good,65,385,4,101,36,0,0,84.0,4,7,8,39,3,21,0,0,0,16,85,9,2,1,52
532,Good,90,324,4,110,13,0,0,,-7,6,3,13,1,54,0,1,1,8,41,2,3,0,83
533,Good,66,290,6,118,40,1,0,86.0,21,6,6,42,2,31,5,0,0,79,76,11,2,5,82
534,Good,86,289,18,91,38,0,0,,-7,6,2,38,0,13,0,0,0,7,16,6,3,1,41
535,Bad,60,255,2,99,9,1,0,50.0,4,3,5,14,1,43,0,1,1,64,56,4,4,2,80
536,Good,69,51,13,27,4,0,0,100.0,-7,7,8,4,0,75,0,0,0,97,-8,1,1,-8,100
537,Good,74,219,3,90,42,0,0,96.0,6,7,8,49,3,33,1,6,5,19,59,4,4,0,75
538,Good,68,334,3,98,24,0,0,,-7,6,5,42,1,21,2,2,2,88,-8,5,2,3,88
539,Good,75,385,5,80,52,1,0,98.0,23,7,8,56,2,41,5,1,1,15,67,9,3,0,54
540,Bad,74,236,30,93,17,0,0,94.0,74,6,6,18,0,29,0,1,1,47,18,2,2,1,50
541,Bad,84,283,12,95,13,0,0,100.0,-7,7,8,15,0,43,1,3,3,8,53,1,2,0,43
542,Good,59,207,12,56,15,0,0,81.0,4,6,2,16,0,69,0,1,1,32,79,2,2,1,80
543,Good,81,209,12,78,21,0,0,,-7,6,6,7,0,18,5,1,1,12,40,6,2,1,62
545,Bad,88,206,3,81,31,0,0,,-7,6,6,33,3,67,0,1,1,26,88,2,6,0,89
546,Good,66,290,11,136,20,0,0,96.0,9,7,8,23,1,43,0,2,2,51,65,5,3,2,90
547,Bad,55,174,19,86,9,1,0,70.0,2,7,8,10,0,20,0,0,0,50,75,3,1,3,57
548,Bad,65,96,20,88,16,1,1,82.0,5,7,8,8,0,29,-7,0,0,50,12,4,2,1,64
549,Good,77,54,12,32,3,0,0,100.0,-7,7,8,4,0,33,-7,2,1,25,-8,2,-8,0,100
550,Good,56,255,4,101,27,0,0,76.0,1,7,8,29,2,45,0,2,2,78,45,7,2,4,75
551,Bad,76,174,12,77,45,0,0,98.0,-7,4,5,48,0,40,0,6,6,19,83,2,3,1,38
552,Good,66,139,11,80,7,0,0,,-7,6,4,8,1,25,0,0,0,86,-8,2,1,2,100
553,Bad,74,206,5,88,47,0,0,98.0,-8,6,4,49,2,22,23,0,0,39,69,6,3,2,45
554,Bad,72,186,4,83,22,1,1,80.0,12,6,6,26,1,16,4,1,1,68,27,4,2,2,50
555,Bad,75,278,3,93,17,0,0,100.0,-7,6,8,17,4,47,2,2,2,43,-8,3,-8,1,100
556,Bad,50,118,18,75,3,3,3,43.0,14,6,5,7,0,29,0,5,5,154,69,1,1,1,100
557,Bad,58,122,4,55,38,1,1,98.0,2,7,8,41,5,44,0,3,3,4,94,3,3,0,46
558,Bad,69,141,4,49,27,0,0,,-7,6,6,28,2,33,-7,0,0,24,56,6,3,1,64
559,Good,77,273,3,98,26,0,0,96.0,6,6,6,28,1,39,-8,0,0,11,-8,2,1,2,33
560,Good,77,130,5,66,22,2,0,92.0,31,6,6,32,3,29,-7,3,3,8,100,1,3,0,71
561,Bad,74,155,9,89,43,0,0,,-7,4,6,10,3,14,9,1,1,59,43,7,3,2,63
562,Bad,59,168,3,38,21,0,0,100.0,-7,7,8,21,12,38,0,1,1,85,90,10,5,4,94
563,Good,59,174,3,62,44,0,0,,-7,5,5,38,5,20,-7,3,3,71,-8,13,2,6,75
564,Good,69,74,72,73,2,1,1,100.0,-7,7,8,2,0,100,0,0,0,-8,4,-8,1,-8,100
565,Bad,65,369,25,145,40,3,3,91.0,19,4,5,45,0,36,0,2,2,83,46,13,4,6,89
566,Bad,86,340,4,71,27,0,0,100.0,-7,7,8,35,2,19,4,1,1,14,83,8,1,0,75
567,Bad,68,178,3,85,21,0,0,,-7,4,6,22,3,43,2,7,7,66,3,3,3,1,100
568,Bad,79,163,4,67,33,0,0,97.0,41,7,8,33,1,18,4,1,1,16,-8,3,1,0,40
569,Good,76,129,11,52,10,0,0,,-7,6,5,10,1,60,0,1,1,6,95,2,3,-8,83
570,Bad,69,191,2,70,28,0,0,86.0,42,6,6,29,2,21,13,0,0,41,87,10,2,1,67
571,Good,61,283,6,71,46,0,0,96.0,1,7,8,47,2,23,0,2,2,30,-8,4,1,2,36
572,Bad,69,402,26,139,15,0,0,93.0,4,4,6,15,0,53,0,2,2,46,68,5,2,0,100
575,Good,70,122,1,64,26,1,1,97.0,3,7,8,12,3,30,9,0,0,20,100,3,2,0,38
576,Bad,67,140,12,80,11,0,0,73.0,17,6,6,11,0,55,12,0,0,87,-8,4,1,3,100
577,Good,80,51,30,41,9,0,0,100.0,-7,7,8,9,0,33,8,0,0,18,-8,2,1,1,60
578,Bad,77,464,31,138,16,1,1,94.0,50,4,6,16,0,31,-7,0,0,11,-8,3,2,0,71
579,Bad,70,132,2,68,40,0,0,98.0,32,3,5,30,6,19,1,5,5,32,-8,5,2,1,41
580,Bad,62,251,19,92,41,1,1,98.0,10,0,2,53,0,15,0,3,3,83,-8,17,1,11,72
581,Bad,43,137,2,46,5,5,3,55.0,3,7,8,11,3,55,0,3,3,94,88,2,2,2,80
582,Bad,77,177,12,75,7,1,1,89.0,19,4,6,9,0,22,-7,2,2,1,-8,1,-8,0,25
583,Good,81,162,23,89,26,0,0,,-7,6,7,26,0,31,3,1,1,11,58,1,2,0,33
584,Bad,81,194,11,91,17,0,0,100.0,-7,7,8,17,1,41,3,2,2,79,50,1,1,1,100
585,Good,89,199,11,81,15,0,0,,-7,6,6,15,2,40,-8,0,0,6,-8,3,1,0,57
586,Good,79,224,2,83,15,1,0,83.0,12,6,3,18,1,11,-7,0,0,0,-8,1,1,0,25
587,Bad,86,-8,4,113,23,0,0,100.0,-7,7,8,0,2,35,1,3,3,29,85,4,3,0,88
588,Bad,66,432,4,132,23,1,1,92.0,1,6,2,26,1,19,17,0,0,1,94,7,1,0,73
590,Good,58,71,8,36,9,0,0,78.0,2,1,3,9,1,67,0,3,3,93,82,1,2,1,100
591,Good,62,233,7,72,8,1,0,78.0,47,7,8,9,2,44,0,0,0,95,85,3,2,3,100
592,Good,80,263,3,79,30,0,0,,-7,4,6,30,2,43,1,3,3,9,90,3,2,1,38
593,Good,83,150,9,64,27,0,0,,-7,6,5,28,1,32,0,2,2,13,2,2,2,0,40
594,Good,74,273,5,73,39,0,0,98.0,5,7,8,40,3,43,0,1,0,3,138,2,7,0,45
595,Bad,69,51,4,20,6,2,2,86.0,54,7,8,9,3,43,0,3,3,48,71,3,2,0,100
596,Bad,91,240,22,118,8,0,0,100.0,-7,7,8,8,0,0,0,0,0,5,-8,3,-8,0,50
597,Bad,67,130,5,25,10,0,0,100.0,-7,6,8,12,4,25,0,0,0,95,90,6,2,2,89
598,Bad,66,133,6,77,23,0,0,,-7,6,2,26,2,42,0,3,3,105,94,6,2,6,100
599,Good,75,181,14,63,38,0,0,100.0,-7,7,8,39,0,28,-7,0,0,35,83,4,3,2,50
600,Bad,62,282,13,99,24,4,3,70.0,18,7,8,31,0,26,0,0,0,29,-8,4,1,1,45
601,Good,67,246,2,58,17,1,1,95.0,43,6,6,19,7,37,1,2,2,60,95,5,3,1,73
602,Bad,68,132,9,65,34,0,0,100.0,-7,7,8,36,2,38,6,0,0,50,88,6,2,4,62
603,Good,70,193,2,57,22,0,0,,-7,6,6,23,2,22,18,0,0,53,80,6,4,1,63
604,Bad,79,97,9,44,26,0,0,96.0,60,4,6,26,1,12,5,0,0,5,-8,5,1,0,33
605,Good,78,299,3,102,26,0,0,90.0,14,4,6,31,1,35,0,0,0,7,38,2,2,0,45
606,Bad,68,186,1,82,22,0,0,96.0,49,4,6,24,5,29,-7,4,4,55,93,8,5,2,81
607,Good,80,266,7,98,15,0,0,100.0,-7,7,8,17,1,35,2,1,1,46,-8,1,1,1,40
608,Good,63,212,3,62,16,2,0,72.0,12,0,2,20,1,44,-7,2,2,66,89,3,5,2,73
609,Bad,78,41,3,16,3,0,0,,-7,5,6,3,2,67,-7,16,16,0,-8,0,1,-8,50
610,Good,71,154,1,62,7,0,0,90.0,1,7,8,27,2,40,-7,3,2,14,-8,3,1,0,80
611,Good,80,187,4,71,39,0,0,,-7,6,6,26,1,15,-7,1,1,4,77,8,2,0,48
612,Good,58,212,15,44,8,2,2,,-7,6,6,4,0,63,-7,2,2,60,61,3,3,1,100
613,Bad,78,281,1,98,44,0,0,,-7,0,6,48,4,31,0,1,1,24,19,7,1,2,50
614,Good,65,265,11,64,16,0,0,88.0,37,3,2,17,1,24,0,1,1,76,-8,8,1,2,100
615,Good,77,192,5,83,22,0,0,96.0,50,6,6,23,1,39,0,2,2,29,37,4,3,1,54
616,Good,65,172,4,68,28,1,0,66.0,22,7,8,29,2,28,0,3,3,45,80,8,2,1,71
617,Good,70,373,4,101,23,0,0,96.0,7,7,8,25,4,52,0,5,5,49,100,2,1,0,75
618,Good,67,212,4,79,18,0,0,100.0,-7,7,8,18,5,22,0,3,3,81,30,7,1,5,82
619,Good,61,203,10,57,3,0,0,80.0,12,6,5,5,1,0,-7,0,0,104,-8,3,-8,1,100
620,Good,73,222,4,96,22,1,1,83.0,34,7,8,23,1,30,1,2,2,5,92,1,2,0,43
621,Good,64,130,1,33,13,0,0,,-7,2,4,14,6,0,4,1,1,64,-8,7,-8,3,78
622,Good,66,344,4,102,16,1,1,79.0,45,7,8,19,3,26,4,1,1,54,45,4,2,1,70
623,Bad,80,132,3,51,13,0,0,92.0,-8,4,6,13,1,46,1,4,4,2,77,1,3,0,100
624,Bad,69,180,2,99,27,0,0,,-7,6,5,19,1,20,2,3,3,81,-8,5,1,3,78
625,Bad,89,441,75,194,12,0,0,100.0,-7,7,8,13,0,25,9,0,0,5,-8,2,1,0,43
626,Good,61,82,2,44,24,0,0,100.0,-7,7,8,27,1,12,0,10,10,82,60,6,2,5,73
627,Bad,57,164,7,62,16,1,1,72.0,2,4,6,19,2,47,0,1,1,67,62,5,2,3,100
628,Bad,84,149,13,80,13,0,0,,-7,6,2,13,0,85,0,1,1,0,87,0,2,-8,67
629,Good,80,188,11,71,36,0,0,100.0,-7,7,8,36,2,39,0,7,7,15,-8,1,1,0,25
630,Bad,88,168,3,89,20,0,0,100.0,-7,7,8,11,1,20,20,1,1,5,-8,3,-8,0,43
631,Bad,75,209,6,98,33,0,0,97.0,53,7,8,33,3,33,-7,0,0,25,69,4,3,1,47
632,Good,89,496,8,140,20,0,0,100.0,-7,7,8,22,1,0,0,2,1,7,-8,3,-8,0,27
633,Bad,66,67,13,66,33,0,0,97.0,56,6,3,7,0,39,-7,2,2,59,63,12,4,2,84
634,Bad,70,275,2,110,28,14,14,68.0,13,6,3,44,3,55,-7,0,0,31,89,3,2,1,50
635,Bad,65,406,1,72,30,1,1,100.0,-7,7,8,40,5,48,2,2,2,47,65,6,5,0,79
636,Good,60,190,3,79,22,1,1,88.0,38,7,8,24,4,38,5,2,2,59,54,6,3,3,100
637,Bad,70,117,3,50,18,0,0,89.0,15,6,6,18,4,50,7,0,0,42,83,2,3,0,63
638,Good,70,457,3,112,10,1,1,90.0,73,6,6,10,4,40,0,3,3,83,92,1,3,1,100
639,Good,64,345,4,111,34,0,0,94.0,2,6,6,34,3,18,9,0,0,53,-8,10,1,1,69
640,Good,78,130,7,54,22,0,0,100.0,-7,7,8,23,2,30,-7,0,0,24,90,3,3,0,67
641,Bad,58,184,7,66,39,9,2,85.0,22,6,5,57,3,44,0,3,3,95,78,5,4,3,100
642,Bad,58,285,2,75,30,2,2,91.0,14,7,8,34,2,12,0,0,0,80,57,12,4,5,59
643,Bad,70,327,4,82,37,0,0,,-7,4,6,37,4,16,0,3,2,31,88,7,3,3,56
644,Good,73,105,12,14,3,0,0,100.0,-7,7,8,8,0,0,3,1,1,54,-8,2,-8,0,67
645,Bad,66,186,9,61,24,1,1,100.0,-7,6,8,27,1,63,0,0,0,79,85,6,6,3,100
646,Bad,69,404,28,168,12,1,1,79.0,7,7,8,15,0,29,8,0,0,55,-8,2,1,1,67
647,Bad,91,355,18,200,8,0,0,,-7,6,6,11,0,13,-8,0,0,8,-8,2,-8,0,40
648,Bad,62,150,3,66,40,3,0,91.0,2,6,6,45,3,20,0,3,3,49,62,11,3,2,50
649,Bad,91,429,59,161,9,0,0,,-7,6,5,9,0,11,-8,0,0,9,-8,2,-8,0,50
650,Bad,62,143,5,53,35,1,0,92.0,1,4,6,36,5,33,0,2,0,3,18,3,2,0,33
651,Bad,72,72,8,39,18,0,0,100.0,-7,7,8,18,2,28,0,2,2,73,-8,3,1,0,100
652,Bad,89,182,47,100,8,0,0,,-7,6,6,8,0,38,-7,2,2,4,-8,2,1,0,60
653,Bad,68,216,4,91,23,1,1,88.0,52,6,2,26,6,54,-7,2,2,42,90,6,2,1,80
654,Good,84,-8,7,91,17,0,0,100.0,-7,7,8,0,3,35,3,1,1,11,48,4,2,0,55
655,Bad,85,328,39,132,7,0,0,,-7,6,3,7,0,43,1,1,1,0,-8,1,1,-8,50
656,Bad,74,319,5,68,22,0,0,,-7,6,6,30,2,23,-7,3,3,39,90,3,2,1,75
657,Good,59,247,4,92,31,4,3,97.0,44,7,8,33,3,21,2,4,3,53,-8,5,1,3,47
658,Good,89,485,66,196,6,0,0,100.0,-7,7,8,6,0,17,-8,0,0,6,-8,1,-8,0,33
659,Bad,89,154,8,78,6,0,0,100.0,-7,7,8,6,1,17,0,0,0,9,-8,1,1,0,50
660,Bad,64,194,8,76,24,1,1,88.0,9,4,3,26,2,48,-7,0,0,69,77,7,6,6,76
661,Good,75,212,23,105,11,0,0,82.0,21,7,8,11,0,45,-7,1,1,13,-8,1,1,0,100
662,Good,76,192,1,67,36,0,0,100.0,-7,7,8,37,4,35,5,2,1,5,-8,4,2,1,60
663,Good,66,-8,17,114,15,4,3,68.0,8,6,7,0,0,42,-7,0,0,8,75,3,2,0,83
664,Good,81,160,6,67,33,0,0,,-7,6,6,33,2,21,0,0,0,15,91,2,3,0,43
665,Bad,82,317,28,133,15,0,0,100.0,-7,7,8,15,0,47,0,1,1,19,5,1,2,0,50
666,Bad,66,174,1,75,38,0,0,,-7,6,6,40,5,40,-7,6,6,77,60,4,8,3,75
667,Bad,82,270,30,89,12,0,0,,-7,6,3,12,0,42,0,0,0,44,6,3,2,0,71
668,Good,68,132,4,49,16,1,1,94.0,19,6,8,16,1,50,0,3,3,50,76,5,2,0,88
669,Good,67,189,13,111,8,4,4,70.0,68,0,6,10,0,50,0,1,1,97,-8,1,1,1,100
670,Bad,64,-8,6,65,31,1,1,88.0,3,6,6,0,2,44,6,1,0,28,87,6,5,1,65
671,Bad,65,150,1,50,23,0,0,92.0,3,6,6,26,2,46,10,0,0,33,100,2,3,1,50
672,Good,91,181,17,60,8,0,0,,-7,4,6,9,0,38,0,1,1,0,-8,2,1,0,60
673,Good,74,197,1,93,31,1,0,86.0,29,7,8,35,3,26,0,2,2,28,27,2,4,0,40
675,Bad,60,199,28,93,11,4,2,73.0,6,0,5,15,0,53,0,0,0,34,61,1,3,0,50
676,Bad,76,66,2,31,5,0,0,,-7,6,2,7,3,0,0,1,1,47,-8,3,-8,2,100
677,Good,81,176,5,78,37,0,0,100.0,-7,7,8,36,4,37,-7,2,2,0,80,2,3,0,42
678,Bad,84,294,5,119,44,0,0,100.0,-7,7,8,47,3,68,0,2,2,4,67,5,8,2,76
679,Bad,82,231,13,158,15,0,0,100.0,-7,6,8,17,0,24,-7,1,1,31,-8,4,1,1,56
680,Bad,78,283,3,124,33,0,0,,-7,1,3,37,1,19,3,1,1,77,-8,18,3,16,92
681,Good,75,197,2,95,20,0,0,95.0,62,7,8,21,2,24,-7,2,2,48,99,4,3,1,78
682,Bad,89,256,3,100,19,0,0,,-7,3,2,27,2,47,-7,1,1,0,73,0,4,0,57
683,Good,85,128,2,62,17,0,0,100.0,-7,7,8,19,3,61,-7,5,5,2,93,1,2,0,75
684,Good,61,46,1,18,20,0,0,,-7,3,5,21,5,14,2,2,2,51,60,13,2,2,84
686,Bad,73,185,3,65,27,0,0,100.0,-7,7,8,27,4,48,0,5,5,46,26,5,4,1,69
688,Bad,75,364,12,123,43,0,0,98.0,24,7,8,43,0,26,2,1,1,1,31,7,2,1,45
689,Bad,82,273,30,141,15,1,0,94.0,36,6,2,17,0,29,0,1,0,6,-8,2,1,0,57
691,Good,74,65,2,34,6,0,0,100.0,-7,7,8,9,2,11,0,3,3,56,100,2,1,1,75
692,Bad,93,343,18,162,15,0,0,100.0,-7,7,8,14,0,13,-8,0,0,1,-8,2,2,0,33
693,Bad,63,103,4,32,13,1,1,100.0,-7,7,8,14,4,85,0,1,1,68,93,2,3,-8,100
694,Good,76,266,5,98,27,0,0,97.0,10,6,5,31,2,42,0,0,0,8,81,5,4,1,56
695,Good,75,160,4,57,30,0,0,100.0,-7,7,8,31,5,55,0,2,2,7,85,3,9,0,86
696,Good,83,464,12,153,16,0,0,94.0,19,7,8,16,0,19,0,1,1,18,27,2,1,0,75
697,Bad,85,277,15,91,8,0,0,,-7,4,2,8,0,25,22,0,0,36,-8,5,-8,0,100
698,Bad,82,194,4,102,26,0,0,,-7,6,6,15,2,35,-8,2,0,12,51,3,3,0,67
699,Bad,61,187,6,54,26,0,0,88.0,47,7,8,26,1,42,0,1,1,66,76,3,3,2,75
700,Good,77,297,7,131,29,0,0,97.0,5,3,2,23,3,55,10,0,0,8,68,5,3,0,90
701,Bad,70,210,9,65,10,2,2,90.0,17,7,8,10,1,40,-8,0,0,40,48,3,3,1,86
702,Bad,63,264,5,41,16,1,1,94.0,3,6,8,16,3,47,-7,0,0,27,74,4,3,0,73
703,Good,73,311,7,77,13,0,0,100.0,-7,7,8,13,2,46,0,0,0,69,93,5,2,2,88
704,Good,65,248,2,77,28,3,1,84.0,30,7,8,33,3,53,-7,0,0,31,34,8,4,1,80
705,Bad,58,118,5,48,23,3,2,73.0,15,6,6,28,7,77,0,1,1,2,100,1,3,-8,80
706,Bad,67,255,1,104,41,6,6,88.0,12,6,3,48,1,21,0,1,1,30,59,3,4,1,39
707,Bad,78,188,25,69,17,0,0,83.0,22,2,4,18,0,44,0,0,0,6,43,1,4,0,71
708,Bad,68,295,3,107,20,0,0,90.0,2,4,6,21,1,24,0,1,1,32,-8,4,1,2,56
709,Good,69,84,4,97,12,0,0,71.0,28,7,8,3,2,21,-7,1,1,54,-8,3,1,2,56
710,Bad,66,174,6,72,29,3,2,87.0,16,6,5,32,2,19,0,1,0,37,87,9,2,4,65
711,Bad,80,372,13,71,9,0,0,,-7,6,6,14,0,33,0,4,4,35,-8,1,1,1,29
712,Bad,80,101,3,55,23,0,0,,-7,4,2,23,1,17,0,1,1,1,-8,6,2,1,67
713,Bad,82,234,4,90,36,0,0,97.0,28,7,8,17,4,29,7,0,0,14,62,4,1,1,50
714,Bad,52,266,2,103,18,5,5,76.0,2,7,8,23,4,33,7,0,0,52,46,5,3,1,82
715,Good,75,162,8,77,40,0,0,100.0,-7,7,8,42,1,20,7,0,0,27,-8,5,2,1,64
716,Good,80,138,4,61,18,0,0,94.0,39,7,8,18,2,11,17,1,0,0,-8,2,-8,1,29
717,Bad,70,156,5,58,3,0,0,100.0,-7,7,8,3,1,33,1,2,2,95,88,1,1,-8,100
718,Bad,73,337,4,110,6,2,0,67.0,26,6,6,9,2,67,0,1,1,-8,82,-8,3,-8,100
719,Good,77,148,27,96,13,0,0,100.0,-7,7,8,14,0,50,0,2,2,75,-8,1,1,0,100
720,Good,78,191,16,100,10,2,2,91.0,55,7,8,11,0,45,0,0,0,5,-8,2,1,0,75
721,Good,67,419,1,73,37,0,0,92.0,13,7,8,44,6,33,3,1,1,12,91,8,3,0,69
722,Bad,85,269,18,145,20,0,0,100.0,-7,7,8,20,0,25,10,0,0,20,-8,5,1,0,64
723,Good,64,296,5,71,28,0,0,73.0,4,7,8,30,1,23,0,1,1,44,76,5,3,1,73
724,Good,72,230,21,113,17,0,0,100.0,-7,7,8,17,0,41,10,0,0,75,-8,7,1,2,89
725,Good,80,99,9,52,12,0,0,,-7,6,6,12,2,8,1,1,1,10,-8,1,-8,0,14
726,Bad,56,105,5,43,16,0,0,94.0,5,6,5,16,1,69,2,2,2,101,84,2,4,1,86
727,Good,82,213,3,79,9,0,0,100.0,-7,7,8,9,1,22,0,2,2,42,54,2,2,1,50
728,Good,80,202,12,85,25,0,0,100.0,-7,7,8,43,0,32,0,2,2,3,6,2,4,0,86
729,Good,62,116,9,70,15,6,4,65.0,23,7,8,20,1,25,-7,4,4,8,60,2,2,0,67
730,Bad,65,102,69,86,6,3,3,33.0,3,7,8,9,0,0,13,0,0,8,-8,1,-8,0,33
731,Good,60,141,50,94,13,2,2,73.0,4,4,6,15,0,27,0,0,0,61,-8,2,1,0,100
732,Bad,72,294,5,75,20,0,0,95.0,46,7,8,21,3,62,7,0,0,57,50,6,4,2,91
733,Bad,72,317,3,62,34,0,0,94.0,16,6,6,35,4,6,0,1,1,18,-8,4,1,1,42
734,Good,82,153,9,54,18,0,0,100.0,-7,7,8,18,1,44,14,0,0,9,-8,2,1,0,38
735,Good,87,117,6,67,11,0,0,100.0,-7,7,8,12,1,8,1,4,4,3,-8,3,1,0,67
736,Bad,79,125,9,57,29,0,0,,-7,6,6,33,1,45,-7,1,1,1,71,1,4,0,45
738,Good,86,126,3,51,36,0,0,,-7,4,6,27,2,6,13,0,0,1,-8,4,-8,0,24
739,Good,74,157,9,43,19,0,0,,-7,6,6,2,2,25,-7,0,0,36,62,5,3,0,67
740,Good,90,177,23,112,10,0,0,,-7,0,2,10,0,20,-8,0,0,0,-8,2,-8,0,67
742,Bad,81,303,17,103,6,0,0,86.0,25,7,8,7,0,14,0,0,0,26,-8,1,1,0,40
743,Bad,69,215,15,89,24,0,0,96.0,4,5,3,24,0,33,0,3,3,42,-8,2,1,1,38
744,Bad,82,300,32,117,22,0,0,,-7,6,5,23,0,22,0,1,1,41,43,3,2,1,63
745,Good,82,156,21,84,12,0,0,,-7,6,6,12,0,42,0,0,0,73,68,3,2,0,100
746,Good,62,120,34,74,4,0,0,40.0,4,6,6,5,0,0,0,2,1,59,-8,1,-8,-8,25
747,Good,64,46,3,31,4,5,5,,-7,4,6,5,1,20,2,1,1,2,-8,1,1,0,67
748,Bad,58,183,32,95,8,8,8,67.0,3,6,6,5,0,0,-8,0,0,0,-8,0,-8,0,25
749,Bad,87,151,5,82,29,0,0,,-7,6,4,33,3,73,10,0,0,9,60,1,6,0,70
750,Good,61,112,3,32,29,0,0,100.0,-7,7,8,31,7,77,0,5,5,88,82,7,4,3,100
751,Good,89,151,20,87,14,0,0,100.0,-7,7,8,14,0,50,-8,0,0,9,-8,1,2,0,60
752,Good,82,488,5,116,43,0,0,,-7,6,6,42,3,18,-7,0,0,3,-8,5,-8,1,23
754,Good,56,311,10,99,31,10,10,86.0,4,4,4,36,2,46,0,2,2,44,75,4,2,1,64
755,Good,71,383,8,76,19,2,2,86.0,11,7,8,24,1,29,2,1,1,26,79,4,2,1,67
756,Good,64,150,8,48,23,0,0,96.0,23,6,6,23,2,61,0,2,2,65,96,2,6,1,73
757,Good,79,334,2,76,21,0,0,100.0,-7,7,8,22,4,27,0,3,3,35,88,6,2,1,73
758,Good,82,257,4,86,19,0,0,,-7,6,5,19,1,5,0,2,2,20,92,3,1,0,56
759,Good,64,145,2,54,28,0,0,100.0,-7,7,8,29,5,66,-7,4,3,74,59,5,4,2,82
760,Bad,67,265,4,97,11,5,5,77.0,13,6,2,13,2,54,0,4,3,10,-8,1,1,-8,67
761,Good,70,297,2,140,16,0,0,,-7,6,6,12,1,24,16,0,0,71,48,8,2,3,100
762,Bad,70,185,11,75,36,0,0,97.0,72,7,8,37,1,41,1,3,3,67,60,12,5,5,85
763,Bad,57,27,1,11,5,1,1,,-7,4,6,6,3,33,1,21,21,16,-8,1,2,1,60
764,Good,64,329,11,102,36,2,2,100.0,-7,7,8,38,3,34,0,3,3,3,-8,2,2,0,33
766,Bad,70,300,2,68,33,0,0,94.0,13,7,8,34,1,26,0,2,1,4,69,5,5,4,69
768,Bad,75,152,1,66,21,0,0,,-7,4,6,22,3,36,0,1,1,32,96,5,3,2,62
769,Good,84,159,13,80,22,0,0,100.0,-7,7,8,22,0,18,0,2,2,1,-8,2,1,1,30
770,Good,60,314,12,90,27,3,1,76.0,2,7,8,34,0,44,0,0,0,2,87,3,2,0,50
771,Bad,88,164,3,87,19,0,0,,-7,6,2,19,1,21,0,0,0,3,-8,3,1,0,80
772,Good,77,168,14,72,21,0,0,,-7,0,2,21,0,29,2,1,1,29,76,2,1,1,50
773,Bad,84,217,5,90,17,1,0,95.0,53,4,6,19,1,47,-8,0,0,3,-8,3,2,0,71
774,Bad,55,118,8,72,24,6,1,63.0,2,6,6,30,1,10,0,0,0,36,28,4,3,2,54
775,Good,76,104,8,64,11,1,1,92.0,79,6,6,12,1,42,0,0,0,12,-8,1,1,0,60
776,Bad,82,434,4,161,27,0,0,100.0,-7,7,8,29,2,26,1,2,2,2,-8,4,1,0,31
777,Good,61,35,2,15,15,0,0,100.0,-7,7,8,17,8,71,2,1,1,0,81,0,7,-8,75
778,Good,66,233,2,69,28,0,0,93.0,64,7,8,29,2,48,9,0,0,58,64,7,3,2,71
779,Bad,73,175,51,115,6,1,0,50.0,27,7,8,8,0,50,1,4,4,13,-8,1,1,-8,100
780,Good,83,61,15,28,13,0,0,100.0,-7,7,8,13,0,54,17,0,0,3,74,2,3,0,63
781,Good,68,222,6,103,16,1,0,84.0,20,5,7,19,2,32,0,0,0,59,-8,5,-8,3,63
782,Good,64,112,3,37,15,0,0,93.0,20,7,8,15,4,33,0,1,1,38,93,2,3,1,45
783,Bad,75,144,7,56,26,0,0,100.0,-7,7,8,27,2,42,1,1,1,32,62,3,4,1,67
784,Good,86,274,39,106,8,0,0,,-7,6,6,8,0,50,-8,0,0,0,12,1,1,0,67
785,Bad,64,145,12,81,28,0,0,97.0,3,4,6,30,0,61,10,0,0,60,75,2,4,1,75
786,Good,54,50,2,21,11,0,0,92.0,3,7,8,12,7,42,-7,1,1,69,82,4,2,2,100
787,Good,80,121,7,58,11,0,0,91.0,56,7,8,11,1,0,0,1,1,15,-8,4,-8,1,80
788,Bad,80,268,3,96,41,0,0,98.0,46,4,6,41,1,41,2,5,5,7,83,2,5,0,58
789,Good,54,-8,32,61,9,1,1,78.0,1,0,8,9,0,56,-7,1,1,77,59,3,1,2,100
790,Bad,55,176,14,68,17,1,1,89.0,2,0,2,20,0,42,0,3,3,84,44,6,2,4,80
791,Good,73,193,14,90,11,1,1,,-7,6,7,11,0,27,-7,0,0,1,-8,2,1,0,75
792,Bad,76,219,2,66,22,0,0,100.0,-7,5,8,24,2,25,0,0,0,24,92,3,3,1,35
793,Good,56,81,2,33,22,0,0,79.0,0,7,8,24,7,46,0,0,0,76,-8,3,3,1,100
794,Good,83,54,8,24,5,0,0,100.0,-7,7,8,6,2,50,-7,0,0,5,39,1,2,0,100
795,Bad,63,208,3,42,8,0,0,100.0,-7,7,8,8,3,88,0,3,2,165,92,1,4,-8,100
