,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,NormalisedNumInqLast6Mexcl7days,NormalisedNumInstallTradesWBalance
416,0,92,276,11,99,25,0,0,,-7,6,6,28,1,29,6,0,0,0,-8,1,1,0,33,0.0,0.3333333333333333
417,1,68,113,4,46,13,0,0,,-7,6,5,14,3,50,6,0,0,54,-8,2,3,2,63,0.0,0.4074074074074074
418,1,85,177,4,63,11,0,0,,-7,3,5,11,2,27,0,0,0,0,89,2,3,0,56,0.0,0.4074074074074074
419,1,70,116,2,65,26,0,0,96.0,37,6,6,27,4,52,0,2,2,44,70,7,4,0,92,0.09523809523809523,0.4444444444444444
420,0,87,266,15,137,24,0,0,100.0,-7,7,8,3,0,40,21,0,0,4,-8,4,2,0,46,0.0,0.37037037037037035
421,0,60,252,17,78,17,1,1,100.0,-7,7,8,20,0,50,-7,1,1,85,67,3,3,3,86,0.047619047619047616,0.4074074074074074
422,0,56,167,7,75,31,0,0,88.0,2,7,8,33,1,42,0,1,1,74,62,11,2,2,93,0.047619047619047616,0.37037037037037035
423,0,71,404,4,130,26,1,0,81.0,3,7,8,27,1,15,0,0,0,19,49,5,2,1,44,0.0,0.37037037037037035
424,0,76,157,15,93,10,2,1,91.0,40,0,8,11,0,18,-8,0,0,0,-8,0,-8,0,0,0.0,0.0
425,0,88,170,3,87,14,0,0,100.0,-7,7,8,15,1,29,2,1,1,1,97,1,2,0,67,0.047619047619047616,0.37037037037037035
426,0,62,137,23,90,13,0,0,71.0,7,4,6,14,0,7,0,1,1,44,-8,4,-8,3,67,0.047619047619047616,0.0
427,1,89,148,15,79,11,0,0,100.0,-7,7,8,12,0,33,0,0,0,2,-8,3,1,0,80,0.0,0.3333333333333333
428,1,47,150,15,78,21,4,2,75.0,2,0,2,28,0,57,0,1,1,77,-8,5,1,2,86,0.047619047619047616,0.3333333333333333
429,0,67,125,6,57,19,2,0,81.0,12,7,8,22,4,19,23,1,0,16,48,3,3,0,55,0.0,0.4074074074074074
430,1,82,241,2,93,21,0,0,,-7,6,6,22,1,32,1,1,1,12,98,3,2,1,56,0.047619047619047616,0.37037037037037035
431,0,56,349,2,83,35,0,0,89.0,21,6,2,38,7,39,0,3,3,74,83,11,5,6,85,0.14285714285714285,0.48148148148148145
432,1,79,192,20,122,4,0,0,100.0,-7,7,8,5,0,20,0,3,3,40,53,1,1,1,75,0.14285714285714285,0.3333333333333333
433,1,88,-8,10,98,23,0,0,,-7,6,5,38,1,29,-7,2,2,1,35,6,2,0,73,0.09523809523809523,0.37037037037037035
434,0,80,250,1,76,10,0,0,92.0,-8,7,8,12,1,33,0,2,2,4,7,3,3,1,75,0.09523809523809523,0.4074074074074074
435,0,76,111,15,63,9,0,0,100.0,-7,7,8,9,0,56,-8,0,0,92,82,2,2,2,100,0.0,0.37037037037037035
436,1,58,149,4,64,30,0,0,93.0,34,7,8,30,3,37,0,3,3,90,77,7,8,4,83,0.14285714285714285,0.5925925925925926
438,0,60,92,16,58,19,4,3,78.0,5,7,8,23,0,57,-7,2,2,51,-8,2,1,0,60,0.09523809523809523,0.3333333333333333
440,1,60,59,3,31,14,0,0,93.0,-8,6,6,14,4,36,0,5,4,57,48,8,4,1,100,0.19047619047619047,0.4444444444444444
441,0,62,265,11,90,33,0,0,88.0,4,7,8,33,1,33,-7,0,0,35,48,6,5,1,50,0.0,0.48148148148148145
443,0,74,-8,4,100,8,1,1,88.0,30,7,8,0,1,13,4,1,1,2,-8,1,1,0,43,0.047619047619047616,0.3333333333333333
444,1,72,189,2,70,19,0,0,,-7,4,6,22,2,41,-7,3,3,92,-8,6,1,4,78,0.14285714285714285,0.3333333333333333
445,1,83,104,15,54,22,0,0,,-7,4,5,22,0,45,0,0,0,57,52,2,3,0,56,0.0,0.4074074074074074
446,0,61,215,14,120,16,0,0,89.0,4,6,5,18,0,39,0,2,2,45,-8,5,1,2,67,0.09523809523809523,0.3333333333333333
447,0,85,317,21,97,15,0,0,100.0,-7,7,8,31,0,27,-7,1,1,5,-8,3,-8,1,60,0.047619047619047616,0.0
448,1,80,88,8,48,16,0,0,,-7,4,6,16,2,25,-7,0,0,3,-8,2,1,0,38,0.0,0.3333333333333333
450,0,70,214,1,74,41,0,0,98.0,41,7,8,42,3,21,1,1,1,69,-8,15,3,3,95,0.047619047619047616,0.4074074074074074
451,1,92,-8,37,103,19,0,0,,-7,3,2,0,0,26,0,1,1,0,-8,0,-8,0,0,0.047619047619047616,0.0
452,0,77,128,5,67,35,0,0,,-7,6,5,36,2,17,0,1,1,24,100,2,2,1,29,0.047619047619047616,0.37037037037037035
453,0,59,213,24,90,13,0,0,85.0,5,7,8,14,0,54,1,10,10,104,-8,2,1,2,100,0.47619047619047616,0.3333333333333333
454,1,67,234,3,96,43,0,0,,-7,6,6,43,3,12,0,1,1,79,24,23,4,11,87,0.047619047619047616,0.4444444444444444
455,1,56,125,4,47,10,0,0,83.0,3,7,8,12,1,17,0,1,1,85,-8,4,1,4,71,0.047619047619047616,0.3333333333333333
456,1,70,150,26,165,31,0,0,95.0,1,7,8,10,0,37,1,3,3,7,-8,4,2,0,46,0.14285714285714285,0.37037037037037035
457,1,66,134,4,44,13,2,2,93.0,54,6,6,15,1,53,0,1,1,92,60,4,6,1,91,0.047619047619047616,0.5185185185185185
458,0,70,148,2,79,18,0,0,90.0,26,7,8,21,1,38,-7,3,2,38,100,2,2,2,63,0.09523809523809523,0.37037037037037035
459,1,87,228,3,68,31,0,0,,-7,6,6,31,3,29,0,3,3,0,98,1,2,0,33,0.14285714285714285,0.37037037037037035
460,1,86,372,14,119,23,0,0,96.0,49,6,5,7,0,26,-8,0,0,8,-8,2,1,0,50,0.0,0.3333333333333333
461,1,65,143,7,85,13,0,0,93.0,11,3,2,14,2,43,0,0,0,73,76,3,3,2,100,0.0,0.4074074074074074
462,0,88,211,20,103,13,0,0,,-7,6,6,14,0,57,-7,0,0,0,19,2,3,0,71,0.0,0.4074074074074074
463,1,91,390,22,194,25,0,0,,-7,6,6,25,0,24,-8,0,0,5,-8,4,2,0,86,0.0,0.37037037037037035
464,0,68,298,4,86,19,4,4,89.0,53,4,6,22,2,47,5,1,1,6,85,2,3,0,63,0.047619047619047616,0.4074074074074074
465,1,84,106,11,64,22,0,0,,-7,4,6,23,1,26,0,1,1,0,-8,0,-8,0,0,0.047619047619047616,0.0
466,0,50,144,7,74,36,3,2,86.0,1,6,6,42,1,52,0,0,0,92,45,7,4,2,92,0.0,0.4444444444444444
467,0,68,180,7,72,24,0,0,92.0,35,7,8,35,1,56,3,1,1,48,43,3,3,1,86,0.047619047619047616,0.4074074074074074
468,1,80,261,8,104,22,0,0,100.0,-7,7,8,22,1,59,-7,1,1,39,76,3,2,1,71,0.047619047619047616,0.37037037037037035
469,1,86,237,17,88,13,0,0,,-7,4,6,14,0,43,-8,0,0,6,-8,2,2,0,80,0.0,0.37037037037037035
470,0,47,204,16,100,25,2,2,89.0,1,7,8,28,0,21,-7,1,0,76,-8,9,1,3,85,0.0,0.3333333333333333
471,0,68,377,10,81,16,1,0,90.0,58,7,8,21,3,29,0,2,1,54,35,8,2,1,85,0.047619047619047616,0.37037037037037035
472,1,79,121,44,72,11,0,0,91.0,30,4,6,11,0,55,-7,0,0,11,-8,1,1,0,67,0.0,0.3333333333333333
475,1,76,188,7,56,24,0,0,,-7,6,6,24,1,42,13,0,0,47,-8,5,1,1,55,0.0,0.3333333333333333
476,0,64,162,5,73,4,3,3,67.0,54,7,8,7,1,33,0,1,1,57,-8,2,1,0,100,0.047619047619047616,0.3333333333333333
477,1,69,208,5,61,48,1,1,98.0,36,7,8,53,6,26,0,3,3,78,93,8,4,3,75,0.14285714285714285,0.4444444444444444
478,0,60,159,6,69,15,0,0,73.0,2,4,6,22,1,33,13,0,0,62,42,4,3,2,88,0.0,0.4074074074074074
479,1,87,122,2,121,12,0,0,100.0,-7,7,8,3,3,31,2,2,2,6,-8,3,1,0,50,0.09523809523809523,0.3333333333333333
480,1,65,116,3,39,22,0,0,95.0,15,4,6,22,3,32,0,1,1,50,47,5,4,1,69,0.047619047619047616,0.4444444444444444
482,0,77,147,3,72,29,0,0,93.0,52,4,6,30,3,37,0,2,2,31,74,3,4,0,70,0.09523809523809523,0.4444444444444444
483,1,58,223,3,106,24,2,2,89.0,0,6,3,27,5,37,0,1,1,31,93,4,4,0,67,0.047619047619047616,0.4444444444444444
484,1,71,410,4,53,19,0,0,84.0,22,6,6,23,2,42,-7,2,2,40,38,4,4,0,75,0.09523809523809523,0.4444444444444444
485,0,74,274,2,66,23,0,0,100.0,-7,7,8,28,4,39,0,2,2,18,65,3,5,1,67,0.09523809523809523,0.48148148148148145
486,0,65,206,5,68,30,0,0,97.0,6,6,6,68,1,39,1,1,1,63,73,6,3,1,100,0.047619047619047616,0.4074074074074074
487,1,73,347,6,140,32,0,0,,-7,4,6,32,1,9,-8,0,0,41,-8,15,1,6,74,0.0,0.3333333333333333
488,0,88,74,2,120,23,0,0,100.0,-7,7,8,13,2,25,3,1,1,2,61,3,1,0,56,0.047619047619047616,0.3333333333333333
489,0,81,206,1,103,30,0,0,100.0,-7,7,8,34,4,52,5,0,0,16,93,4,7,1,61,0.0,0.5555555555555556
490,0,75,160,17,39,10,0,0,,-7,6,6,8,0,36,-7,0,0,62,56,3,2,1,100,0.0,0.37037037037037035
491,1,58,107,16,45,13,1,1,79.0,3,7,8,13,0,21,-7,1,1,42,55,4,2,0,55,0.047619047619047616,0.37037037037037035
492,1,77,90,10,41,3,0,0,,-7,0,2,3,1,67,0,0,0,26,83,1,2,0,100,0.0,0.37037037037037035
494,1,76,125,1,84,39,0,0,,-7,6,6,9,8,20,0,5,5,10,100,8,3,1,44,0.23809523809523808,0.4074074074074074
495,0,86,191,3,77,38,0,0,100.0,-7,7,8,40,3,58,5,0,0,6,-8,4,2,1,55,0.0,0.37037037037037035
496,0,83,154,4,57,13,0,0,93.0,-8,7,8,14,1,43,0,0,0,4,80,1,4,1,45,0.0,0.4444444444444444
497,1,64,56,40,47,2,2,0,50.0,20,0,6,4,0,50,0,0,0,-8,23,-8,2,-8,100,0.0,0.37037037037037035
498,1,80,216,6,84,33,0,0,,-7,6,5,33,2,27,0,4,4,2,140,3,1,0,57,0.19047619047619047,0.3333333333333333
499,0,71,155,1,71,24,0,0,,-7,6,6,25,3,32,3,3,3,54,-8,3,1,1,100,0.14285714285714285,0.3333333333333333
500,0,69,194,4,63,41,0,0,95.0,15,7,8,41,5,29,0,2,2,0,99,3,4,0,35,0.09523809523809523,0.4444444444444444
501,0,76,98,9,58,15,0,0,69.0,6,7,8,16,1,44,0,1,1,2,-8,2,3,1,75,0.047619047619047616,0.4074074074074074
502,0,79,147,5,50,34,0,0,100.0,-7,7,8,34,7,15,0,1,1,1,44,2,2,0,18,0.047619047619047616,0.37037037037037035
503,0,68,385,21,83,20,1,1,95.0,12,6,2,22,0,36,10,0,0,56,-8,6,2,2,80,0.0,0.37037037037037035
504,1,83,159,10,66,23,0,0,96.0,32,6,3,25,3,32,10,0,0,7,-8,2,2,0,80,0.0,0.37037037037037035
505,1,77,414,9,109,15,1,1,94.0,30,4,6,16,1,19,4,1,1,9,-8,2,-8,0,29,0.047619047619047616,0.0
506,0,55,234,13,83,20,1,0,70.0,1,7,8,24,0,22,4,3,3,46,24,8,3,2,72,0.14285714285714285,0.4074074074074074
507,1,74,170,2,10,3,0,0,,-7,6,6,24,3,25,0,3,3,2,-8,2,1,0,75,0.14285714285714285,0.3333333333333333
509,0,73,164,17,87,20,1,0,91.0,23,4,6,22,0,50,-7,2,2,35,-8,2,1,0,43,0.09523809523809523,0.3333333333333333
510,0,89,379,156,257,3,0,0,,-7,6,6,3,0,33,-7,0,0,0,-8,0,-8,-8,0,0.0,0.0
511,1,63,110,4,38,4,0,0,80.0,15,4,3,5,2,60,0,3,3,63,87,1,2,0,100,0.14285714285714285,0.37037037037037035
512,0,57,35,7,16,10,0,0,,-7,6,6,10,4,30,0,2,2,81,85,6,2,2,89,0.09523809523809523,0.37037037037037035
513,1,76,270,5,97,19,3,3,95.0,62,6,8,5,1,35,5,0,0,2,70,4,3,0,58,0.0,0.4074074074074074
514,1,77,213,4,96,45,0,0,96.0,33,4,6,47,3,23,0,2,2,11,-8,4,-8,0,31,0.09523809523809523,0.0
515,0,54,40,6,23,7,0,0,86.0,14,7,8,7,1,57,0,2,2,89,74,3,3,-8,100,0.09523809523809523,0.4074074074074074
516,0,83,158,4,80,34,0,0,100.0,-7,7,8,10,3,21,11,0,0,3,-8,5,3,0,35,0.0,0.4074074074074074
517,0,54,87,2,22,33,0,0,,-7,6,7,34,11,24,-7,5,5,38,90,17,2,2,79,0.23809523809523808,0.37037037037037035
518,0,70,105,5,38,12,1,1,100.0,-7,7,8,13,1,17,0,1,1,21,-8,3,1,0,57,0.047619047619047616,0.3333333333333333
519,1,75,140,7,56,21,0,0,,-7,4,2,22,1,27,0,1,1,20,63,3,2,1,56,0.047619047619047616,0.37037037037037035
520,0,83,157,4,94,19,0,0,100.0,-7,7,8,19,1,32,22,0,0,20,-8,2,1,1,50,0.0,0.3333333333333333
522,0,73,123,9,68,41,2,2,95.0,59,7,8,43,1,56,0,1,1,37,115,4,19,1,77,0.047619047619047616,1.0
523,0,57,92,29,65,5,2,2,67.0,27,7,8,7,0,50,0,1,1,28,-8,2,1,-8,75,0.047619047619047616,0.3333333333333333
524,0,71,84,0,38,21,0,0,96.0,28,7,8,25,3,16,9,0,0,35,84,4,3,2,67,0.0,0.4074074074074074
525,0,70,261,2,29,30,1,1,,-7,6,6,31,8,42,2,1,1,6,98,3,3,0,40,0.047619047619047616,0.4074074074074074
526,1,61,232,6,77,9,1,0,64.0,15,6,5,11,4,36,4,1,1,76,-8,2,1,1,60,0.047619047619047616,0.3333333333333333
527,0,65,53,4,27,16,0,0,100.0,-7,7,8,16,5,44,0,2,2,73,79,5,4,2,100,0.09523809523809523,0.4444444444444444
528,0,77,140,2,73,15,0,0,88.0,12,7,8,17,2,53,0,1,1,17,64,2,4,-8,67,0.047619047619047616,0.4444444444444444
529,0,81,170,2,65,23,0,0,92.0,64,6,6,24,1,33,0,0,0,11,-8,2,2,0,33,0.0,0.37037037037037035
530,1,74,158,2,58,36,1,1,97.0,-8,4,6,40,5,45,0,0,0,0,92,1,3,-8,57,0.0,0.4074074074074074
531,0,65,385,4,101,36,0,0,84.0,4,7,8,39,3,21,0,0,0,16,85,9,2,1,52,0.0,0.37037037037037035
532,0,90,324,4,110,13,0,0,,-7,6,3,13,1,54,0,1,1,8,41,2,3,0,83,0.047619047619047616,0.4074074074074074
533,0,66,290,6,118,40,1,0,86.0,21,6,6,42,2,31,5,0,0,79,76,11,2,5,82,0.0,0.37037037037037035
534,0,86,289,18,91,38,0,0,,-7,6,2,38,0,13,0,0,0,7,16,6,3,1,41,0.0,0.4074074074074074
535,1,60,255,2,99,9,1,0,50.0,4,3,5,14,1,43,0,1,1,64,56,4,4,2,80,0.047619047619047616,0.4444444444444444
536,0,69,51,13,27,4,0,0,100.0,-7,7,8,4,0,75,0,0,0,97,-8,1,1,-8,100,0.0,0.3333333333333333
537,0,74,219,3,90,42,0,0,96.0,6,7,8,49,3,33,1,6,5,19,59,4,4,0,75,0.23809523809523808,0.4444444444444444
538,0,68,334,3,98,24,0,0,,-7,6,5,42,1,21,2,2,2,88,-8,5,2,3,88,0.09523809523809523,0.37037037037037035
539,0,75,385,5,80,52,1,0,98.0,23,7,8,56,2,41,5,1,1,15,67,9,3,0,54,0.047619047619047616,0.4074074074074074
540,1,74,236,30,93,17,0,0,94.0,74,6,6,18,0,29,0,1,1,47,18,2,2,1,50,0.047619047619047616,0.37037037037037035
541,1,84,283,12,95,13,0,0,100.0,-7,7,8,15,0,43,1,3,3,8,53,1,2,0,43,0.14285714285714285,0.37037037037037035
542,0,59,207,12,56,15,0,0,81.0,4,6,2,16,0,69,0,1,1,32,79,2,2,1,80,0.047619047619047616,0.37037037037037035
543,0,81,209,12,78,21,0,0,,-7,6,6,7,0,18,5,1,1,12,40,6,2,1,62,0.047619047619047616,0.37037037037037035
545,1,88,206,3,81,31,0,0,,-7,6,6,33,3,67,0,1,1,26,88,2,6,0,89,0.047619047619047616,0.5185185185185185
546,0,66,290,11,136,20,0,0,96.0,9,7,8,23,1,43,0,2,2,51,65,5,3,2,90,0.09523809523809523,0.4074074074074074
547,1,55,174,19,86,9,1,0,70.0,2,7,8,10,0,20,0,0,0,50,75,3,1,3,57,0.0,0.3333333333333333
548,1,65,96,20,88,16,1,1,82.0,5,7,8,8,0,29,-7,0,0,50,12,4,2,1,64,0.0,0.37037037037037035
549,0,77,54,12,32,3,0,0,100.0,-7,7,8,4,0,33,-7,2,1,25,-8,2,-8,0,100,0.047619047619047616,0.0
550,0,56,255,4,101,27,0,0,76.0,1,7,8,29,2,45,0,2,2,78,45,7,2,4,75,0.09523809523809523,0.37037037037037035
551,1,76,174,12,77,45,0,0,98.0,-7,4,5,48,0,40,0,6,6,19,83,2,3,1,38,0.2857142857142857,0.4074074074074074
552,0,66,139,11,80,7,0,0,,-7,6,4,8,1,25,0,0,0,86,-8,2,1,2,100,0.0,0.3333333333333333
553,1,74,206,5,88,47,0,0,98.0,-8,6,4,49,2,22,23,0,0,39,69,6,3,2,45,0.0,0.4074074074074074
554,1,72,186,4,83,22,1,1,80.0,12,6,6,26,1,16,4,1,1,68,27,4,2,2,50,0.047619047619047616,0.37037037037037035
555,1,75,278,3,93,17,0,0,100.0,-7,6,8,17,4,47,2,2,2,43,-8,3,-8,1,100,0.09523809523809523,0.0
556,1,50,118,18,75,3,3,3,43.0,14,6,5,7,0,29,0,5,5,154,69,1,1,1,100,0.23809523809523808,0.3333333333333333
557,1,58,122,4,55,38,1,1,98.0,2,7,8,41,5,44,0,3,3,4,94,3,3,0,46,0.14285714285714285,0.4074074074074074
558,1,69,141,4,49,27,0,0,,-7,6,6,28,2,33,-7,0,0,24,56,6,3,1,64,0.0,0.4074074074074074
559,0,77,273,3,98,26,0,0,96.0,6,6,6,28,1,39,-8,0,0,11,-8,2,1,2,33,0.0,0.3333333333333333
560,0,77,130,5,66,22,2,0,92.0,31,6,6,32,3,29,-7,3,3,8,100,1,3,0,71,0.14285714285714285,0.4074074074074074
561,1,74,155,9,89,43,0,0,,-7,4,6,10,3,14,9,1,1,59,43,7,3,2,63,0.047619047619047616,0.4074074074074074
562,1,59,168,3,38,21,0,0,100.0,-7,7,8,21,12,38,0,1,1,85,90,10,5,4,94,0.047619047619047616,0.48148148148148145
563,0,59,174,3,62,44,0,0,,-7,5,5,38,5,20,-7,3,3,71,-8,13,2,6,75,0.14285714285714285,0.37037037037037035
564,0,69,74,72,73,2,1,1,100.0,-7,7,8,2,0,100,0,0,0,-8,4,-8,1,-8,100,0.0,0.3333333333333333
565,1,65,369,25,145,40,3,3,91.0,19,4,5,45,0,36,0,2,2,83,46,13,4,6,89,0.09523809523809523,0.4444444444444444
566,1,86,340,4,71,27,0,0,100.0,-7,7,8,35,2,19,4,1,1,14,83,8,1,0,75,0.047619047619047616,0.3333333333333333
567,1,68,178,3,85,21,0,0,,-7,4,6,22,3,43,2,7,7,66,3,3,3,1,100,0.3333333333333333,0.4074074074074074
568,1,79,163,4,67,33,0,0,97.0,41,7,8,33,1,18,4,1,1,16,-8,3,1,0,40,0.047619047619047616,0.3333333333333333
569,0,76,129,11,52,10,0,0,,-7,6,5,10,1,60,0,1,1,6,95,2,3,-8,83,0.047619047619047616,0.4074074074074074
570,1,69,191,2,70,28,0,0,86.0,42,6,6,29,2,21,13,0,0,41,87,10,2,1,67,0.0,0.37037037037037035
571,0,61,283,6,71,46,0,0,96.0,1,7,8,47,2,23,0,2,2,30,-8,4,1,2,36,0.09523809523809523,0.3333333333333333
572,1,69,402,26,139,15,0,0,93.0,4,4,6,15,0,53,0,2,2,46,68,5,2,0,100,0.09523809523809523,0.37037037037037035
575,0,70,122,1,64,26,1,1,97.0,3,7,8,12,3,30,9,0,0,20,100,3,2,0,38,0.0,0.37037037037037035
576,1,67,140,12,80,11,0,0,73.0,17,6,6,11,0,55,12,0,0,87,-8,4,1,3,100,0.0,0.3333333333333333
577,0,80,51,30,41,9,0,0,100.0,-7,7,8,9,0,33,8,0,0,18,-8,2,1,1,60,0.0,0.3333333333333333
578,1,77,464,31,138,16,1,1,94.0,50,4,6,16,0,31,-7,0,0,11,-8,3,2,0,71,0.0,0.37037037037037035
579,1,70,132,2,68,40,0,0,98.0,32,3,5,30,6,19,1,5,5,32,-8,5,2,1,41,0.23809523809523808,0.37037037037037035
580,1,62,251,19,92,41,1,1,98.0,10,0,2,53,0,15,0,3,3,83,-8,17,1,11,72,0.14285714285714285,0.3333333333333333
581,1,43,137,2,46,5,5,3,55.0,3,7,8,11,3,55,0,3,3,94,88,2,2,2,80,0.14285714285714285,0.37037037037037035
582,1,77,177,12,75,7,1,1,89.0,19,4,6,9,0,22,-7,2,2,1,-8,1,-8,0,25,0.09523809523809523,0.0
583,0,81,162,23,89,26,0,0,,-7,6,7,26,0,31,3,1,1,11,58,1,2,0,33,0.047619047619047616,0.37037037037037035
584,1,81,194,11,91,17,0,0,100.0,-7,7,8,17,1,41,3,2,2,79,50,1,1,1,100,0.09523809523809523,0.3333333333333333
585,0,89,199,11,81,15,0,0,,-7,6,6,15,2,40,-8,0,0,6,-8,3,1,0,57,0.0,0.3333333333333333
586,0,79,224,2,83,15,1,0,83.0,12,6,3,18,1,11,-7,0,0,0,-8,1,1,0,25,0.0,0.3333333333333333
587,1,86,-8,4,113,23,0,0,100.0,-7,7,8,0,2,35,1,3,3,29,85,4,3,0,88,0.14285714285714285,0.4074074074074074
588,1,66,432,4,132,23,1,1,92.0,1,6,2,26,1,19,17,0,0,1,94,7,1,0,73,0.0,0.3333333333333333
590,0,58,71,8,36,9,0,0,78.0,2,1,3,9,1,67,0,3,3,93,82,1,2,1,100,0.14285714285714285,0.37037037037037035
591,0,62,233,7,72,8,1,0,78.0,47,7,8,9,2,44,0,0,0,95,85,3,2,3,100,0.0,0.37037037037037035
592,0,80,263,3,79,30,0,0,,-7,4,6,30,2,43,1,3,3,9,90,3,2,1,38,0.14285714285714285,0.37037037037037035
593,0,83,150,9,64,27,0,0,,-7,6,5,28,1,32,0,2,2,13,2,2,2,0,40,0.09523809523809523,0.37037037037037035
594,0,74,273,5,73,39,0,0,98.0,5,7,8,40,3,43,0,1,0,3,138,2,7,0,45,0.0,0.5555555555555556
595,1,69,51,4,20,6,2,2,86.0,54,7,8,9,3,43,0,3,3,48,71,3,2,0,100,0.14285714285714285,0.37037037037037035
596,1,91,240,22,118,8,0,0,100.0,-7,7,8,8,0,0,0,0,0,5,-8,3,-8,0,50,0.0,0.0
597,1,67,130,5,25,10,0,0,100.0,-7,6,8,12,4,25,0,0,0,95,90,6,2,2,89,0.0,0.37037037037037035
598,1,66,133,6,77,23,0,0,,-7,6,2,26,2,42,0,3,3,105,94,6,2,6,100,0.14285714285714285,0.37037037037037035
599,0,75,181,14,63,38,0,0,100.0,-7,7,8,39,0,28,-7,0,0,35,83,4,3,2,50,0.0,0.4074074074074074
600,1,62,282,13,99,24,4,3,70.0,18,7,8,31,0,26,0,0,0,29,-8,4,1,1,45,0.0,0.3333333333333333
601,0,67,246,2,58,17,1,1,95.0,43,6,6,19,7,37,1,2,2,60,95,5,3,1,73,0.09523809523809523,0.4074074074074074
602,1,68,132,9,65,34,0,0,100.0,-7,7,8,36,2,38,6,0,0,50,88,6,2,4,62,0.0,0.37037037037037035
603,0,70,193,2,57,22,0,0,,-7,6,6,23,2,22,18,0,0,53,80,6,4,1,63,0.0,0.4444444444444444
604,1,79,97,9,44,26,0,0,96.0,60,4,6,26,1,12,5,0,0,5,-8,5,1,0,33,0.0,0.3333333333333333
605,0,78,299,3,102,26,0,0,90.0,14,4,6,31,1,35,0,0,0,7,38,2,2,0,45,0.0,0.37037037037037035
606,1,68,186,1,82,22,0,0,96.0,49,4,6,24,5,29,-7,4,4,55,93,8,5,2,81,0.19047619047619047,0.48148148148148145
607,0,80,266,7,98,15,0,0,100.0,-7,7,8,17,1,35,2,1,1,46,-8,1,1,1,40,0.047619047619047616,0.3333333333333333
608,0,63,212,3,62,16,2,0,72.0,12,0,2,20,1,44,-7,2,2,66,89,3,5,2,73,0.09523809523809523,0.48148148148148145
609,1,78,41,3,16,3,0,0,,-7,5,6,3,2,67,-7,16,16,0,-8,0,1,-8,50,0.7619047619047619,0.3333333333333333
610,0,71,154,1,62,7,0,0,90.0,1,7,8,27,2,40,-7,3,2,14,-8,3,1,0,80,0.09523809523809523,0.3333333333333333
611,0,80,187,4,71,39,0,0,,-7,6,6,26,1,15,-7,1,1,4,77,8,2,0,48,0.047619047619047616,0.37037037037037035
612,0,58,212,15,44,8,2,2,,-7,6,6,4,0,63,-7,2,2,60,61,3,3,1,100,0.09523809523809523,0.4074074074074074
613,1,78,281,1,98,44,0,0,,-7,0,6,48,4,31,0,1,1,24,19,7,1,2,50,0.047619047619047616,0.3333333333333333
614,0,65,265,11,64,16,0,0,88.0,37,3,2,17,1,24,0,1,1,76,-8,8,1,2,100,0.047619047619047616,0.3333333333333333
615,0,77,192,5,83,22,0,0,96.0,50,6,6,23,1,39,0,2,2,29,37,4,3,1,54,0.09523809523809523,0.4074074074074074
616,0,65,172,4,68,28,1,0,66.0,22,7,8,29,2,28,0,3,3,45,80,8,2,1,71,0.14285714285714285,0.37037037037037035
617,0,70,373,4,101,23,0,0,96.0,7,7,8,25,4,52,0,5,5,49,100,2,1,0,75,0.23809523809523808,0.3333333333333333
618,0,67,212,4,79,18,0,0,100.0,-7,7,8,18,5,22,0,3,3,81,30,7,1,5,82,0.14285714285714285,0.3333333333333333
619,0,61,203,10,57,3,0,0,80.0,12,6,5,5,1,0,-7,0,0,104,-8,3,-8,1,100,0.0,0.0
620,0,73,222,4,96,22,1,1,83.0,34,7,8,23,1,30,1,2,2,5,92,1,2,0,43,0.09523809523809523,0.37037037037037035
621,0,64,130,1,33,13,0,0,,-7,2,4,14,6,0,4,1,1,64,-8,7,-8,3,78,0.047619047619047616,0.0
622,0,66,344,4,102,16,1,1,79.0,45,7,8,19,3,26,4,1,1,54,45,4,2,1,70,0.047619047619047616,0.37037037037037035
623,1,80,132,3,51,13,0,0,92.0,-8,4,6,13,1,46,1,4,4,2,77,1,3,0,100,0.19047619047619047,0.4074074074074074
624,1,69,180,2,99,27,0,0,,-7,6,5,19,1,20,2,3,3,81,-8,5,1,3,78,0.14285714285714285,0.3333333333333333
625,1,89,441,75,194,12,0,0,100.0,-7,7,8,13,0,25,9,0,0,5,-8,2,1,0,43,0.0,0.3333333333333333
626,0,61,82,2,44,24,0,0,100.0,-7,7,8,27,1,12,0,10,10,82,60,6,2,5,73,0.47619047619047616,0.37037037037037035
627,1,57,164,7,62,16,1,1,72.0,2,4,6,19,2,47,0,1,1,67,62,5,2,3,100,0.047619047619047616,0.37037037037037035
628,1,84,149,13,80,13,0,0,,-7,6,2,13,0,85,0,1,1,0,87,0,2,-8,67,0.047619047619047616,0.37037037037037035
